pago_id,pedido_id,fecha_pago,importe,metodo_pago
129,132,"2023-04-14 21:25:00",694.92,paypal
130,133,"2023-02-05 16:05:00",255.93,tarjeta_credito
131,134,"2023-10-04 06:55:00",34.99,transferencia
132,136,"2023-11-15 07:14:00",50.96,transferencia
133,137,"2023-10-21 08:22:00",224.94,tarjeta_credito
134,138,"2021-06-20 11:59:00",274.93,tarjeta_regalo
135,139,"2023-12-13 01:11:00",163.91,tarjeta_regalo
136,141,"2022-05-17 06:18:00",48.97,transferencia
137,142,"2021-07-25 06:07:00",134.97,tarjeta_regalo
138,144,"2022-01-20 17:19:00",307.92,transferencia
139,145,"2023-04-19 02:45:00",148.95,transferencia
140,146,"2022-10-12 15:34:00",169.92,transferencia
141,147,"2022-12-23 18:05:00",173.94,tarjeta_credito
142,148,"2022-06-14 14:28:00",599.94,transferencia
143,149,"2023-12-21 02:25:00",54.98,transferencia
144,150,"2023-06-08 17:03:00",307.94,paypal
145,151,"2023-09-04 21:02:00",205.95,paypal
146,152,"2023-11-09 00:10:00",164.96,transferencia
147,153,"2023-11-29 08:27:00",873.90,tarjeta_regalo
148,154,"2023-12-05 01:44:00",150.93,paypal
149,155,"2021-04-20 08:20:00",103.95,tarjeta_credito
150,156,"2023-05-06 12:10:00",126.96,transferencia
151,157,"2023-07-28 23:04:00",226.94,transferencia
152,158,"2022-04-24 21:45:00",343.90,tarjeta_regalo
153,159,"2023-10-01 12:48:00",47.97,tarjeta_credito
154,160,"2023-11-12 08:18:00",228.95,paypal
155,161,"2021-12-02 19:44:00",74.97,paypal
156,162,"2023-11-19 13:32:00",188.93,tarjeta_credito
157,163,"2023-03-13 20:33:00",69.98,paypal
158,164,"2023-06-09 21:23:00",58.97,paypal
159,165,"2023-03-21 07:31:00",63.97,tarjeta_credito
160,166,"2023-02-09 16:14:00",409.93,tarjeta_regalo
161,167,"2022-09-04 14:09:00",313.92,paypal
162,168,"2022-03-01 14:53:00",149.97,tarjeta_regalo
163,169,"2023-03-31 20:07:00",519.94,paypal
164,170,"2022-09-11 14:59:00",155.95,tarjeta_regalo
165,171,"2022-11-12 16:10:00",782.92,tarjeta_regalo
166,172,"2022-09-26 02:16:00",144.93,tarjeta_regalo
167,173,"2023-03-01 20:54:00",122.91,tarjeta_credito
168,174,"2022-09-28 18:59:00",393.91,tarjeta_credito
169,175,"2022-04-07 19:49:00",480.93,paypal
170,176,"2022-04-20 07:11:00",670.91,transferencia
171,177,"2022-08-11 02:29:00",178.92,tarjeta_credito
172,178,"2023-03-17 21:58:00",415.96,paypal
173,179,"2022-10-28 00:03:00",179.98,transferencia
174,180,"2022-01-25 18:36:00",119.94,tarjeta_credito
175,181,"2022-03-22 10:00:00",44.97,transferencia
176,182,"2022-07-01 22:12:00",394.92,tarjeta_credito
177,183,"2022-04-24 17:20:00",399.95,transferencia
178,184,"2023-03-13 21:05:00",333.92,tarjeta_credito
179,186,"2022-07-31 10:26:00",49.98,tarjeta_regalo
180,187,"2022-12-12 19:39:00",636.92,transferencia
181,188,"2022-03-05 12:20:00",233.90,paypal
182,189,"2023-10-14 20:03:00",71.98,paypal
183,190,"2023-02-06 08:34:00",183.90,paypal
184,191,"2023-04-03 05:57:00",449.97,tarjeta_regalo
185,192,"2022-04-18 20:37:00",260.92,paypal
186,193,"2023-02-26 12:13:00",110.97,transferencia
187,194,"2023-02-24 23:11:00",100.97,paypal
188,195,"2023-11-07 20:22:00",522.90,tarjeta_regalo
189,196,"2023-06-01 13:06:00",29.97,tarjeta_credito
190,197,"2022-06-14 04:22:00",579.97,paypal
191,198,"2022-09-06 22:15:00",203.92,paypal
192,199,"2022-05-01 19:33:00",18.99,paypal
193,200,"2022-12-25 03:02:00",14.99,tarjeta_regalo
194,201,"2023-05-30 11:57:00",819.96,tarjeta_credito
195,202,"2022-11-14 12:13:00",102.96,tarjeta_credito
196,203,"2023-12-03 09:56:00",569.96,tarjeta_credito
197,204,"2023-04-08 12:00:00",134.93,tarjeta_regalo
198,205,"2022-03-12 07:38:00",292.96,transferencia
199,206,"2023-11-02 02:37:00",339.95,transferencia
200,207,"2023-11-11 05:36:00",216.97,transferencia
201,208,"2022-03-17 20:07:00",544.92,transferencia
202,209,"2022-03-24 05:53:00",149.97,tarjeta_credito
203,210,"2022-04-28 20:51:00",509.94,tarjeta_credito
204,211,"2023-10-13 22:35:00",83.97,tarjeta_regalo
205,212,"2022-07-15 14:28:00",349.93,tarjeta_credito
206,213,"2022-04-18 19:50:00",116.98,tarjeta_credito
207,214,"2023-10-28 07:32:00",160.96,paypal
208,215,"2023-06-04 00:43:00",56.96,paypal
209,216,"2022-01-28 18:17:00",40.98,transferencia
210,218,"2021-11-27 01:40:00",39.99,tarjeta_credito
211,219,"2023-07-05 04:20:00",186.94,paypal
212,220,"2023-04-24 23:19:00",73.96,paypal
213,221,"2023-11-02 20:50:00",490.91,paypal
214,222,"2023-12-04 18:33:00",124.96,tarjeta_credito
215,223,"2023-09-08 08:08:00",259.91,transferencia
216,224,"2023-07-31 00:03:00",27.99,transferencia
217,225,"2023-08-10 07:47:00",639.93,tarjeta_regalo
218,226,"2023-09-19 02:09:00",237.95,paypal
219,227,"2022-11-30 06:27:00",286.98,transferencia
220,228,"2023-10-21 12:12:00",220.95,tarjeta_regalo
221,229,"2021-10-22 10:45:00",608.90,paypal
222,230,"2021-12-17 18:14:00",123.96,tarjeta_credito
223,231,"2023-10-29 23:46:00",269.97,transferencia
224,232,"2022-03-19 03:15:00",443.89,paypal
225,233,"2023-06-19 09:50:00",47.97,transferencia
226,234,"2022-12-30 18:11:00",17.99,transferencia
227,235,"2023-12-03 09:48:00",759.96,tarjeta_credito
228,236,"2023-08-19 01:38:00",194.94,tarjeta_regalo
229,237,"2023-03-06 01:38:00",374.95,tarjeta_regalo
230,238,"2023-08-20 19:10:00",365.93,tarjeta_credito
231,239,"2022-04-19 03:20:00",61.98,transferencia
232,240,"2023-11-24 13:52:00",238.94,tarjeta_regalo
233,241,"2022-07-24 00:37:00",288.95,tarjeta_regalo
234,242,"2023-09-12 03:34:00",384.90,transferencia
235,243,"2023-11-06 09:14:00",345.96,paypal
236,245,"2022-10-10 07:19:00",79.96,tarjeta_credito
237,246,"2023-08-07 13:22:00",304.95,transferencia
238,247,"2022-01-08 15:25:00",73.95,transferencia
239,248,"2023-10-05 16:44:00",119.94,paypal
240,249,"2022-10-17 22:31:00",429.89,transferencia
241,250,"2022-04-29 14:14:00",289.93,tarjeta_regalo
242,251,"2023-11-16 20:22:00",333.95,tarjeta_credito
243,252,"2022-03-13 10:56:00",55.97,paypal
244,253,"2023-05-16 12:08:00",170.91,transferencia
245,254,"2023-08-19 06:41:00",68.97,tarjeta_credito
246,255,"2023-04-08 18:30:00",103.93,tarjeta_credito
247,256,"2022-08-24 23:16:00",254.94,tarjeta_credito
248,257,"2022-12-27 09:07:00",323.92,transferencia
249,258,"2023-11-01 04:38:00",206.95,tarjeta_regalo
250,259,"2023-08-09 19:12:00",119.97,transferencia
251,260,"2023-08-28 02:39:00",37.98,paypal
252,261,"2023-09-25 12:42:00",17.99,transferencia
253,262,"2023-04-19 07:13:00",282.97,transferencia
254,263,"2023-08-08 13:20:00",194.96,paypal
255,264,"2021-01-27 17:22:00",44.99,tarjeta_credito
256,265,"2022-03-10 18:53:00",423.91,paypal
257,266,"2023-05-28 22:05:00",299.98,paypal
258,267,"2023-09-03 09:22:00",279.91,paypal
259,268,"2023-08-03 02:49:00",249.95,tarjeta_regalo
260,269,"2023-12-26 18:26:00",188.95,tarjeta_credito
261,270,"2023-07-31 18:07:00",242.94,paypal
262,271,"2023-03-27 07:20:00",914.91,tarjeta_credito
263,272,"2023-11-19 00:29:00",208.93,paypal
264,273,"2022-09-18 14:48:00",99.97,tarjeta_credito
265,274,"2023-07-15 09:52:00",74.97,transferencia
266,275,"2022-12-20 10:48:00",69.98,paypal
267,276,"2022-06-22 16:35:00",96.95,tarjeta_credito
268,277,"2023-02-26 11:15:00",557.93,paypal
269,278,"2022-11-01 23:16:00",137.94,tarjeta_credito
270,279,"2023-09-23 19:56:00",649.95,transferencia
271,280,"2023-12-14 10:25:00",493.93,tarjeta_credito
272,281,"2022-11-02 11:57:00",121.95,tarjeta_credito
273,282,"2022-08-14 14:27:00",45.98,paypal
274,283,"2023-06-13 03:34:00",358.94,paypal
275,284,"2023-10-07 11:24:00",179.91,transferencia
276,285,"2023-01-02 20:15:00",22.99,tarjeta_credito
277,286,"2023-03-01 18:01:00",89.97,tarjeta_credito
278,287,"2021-09-21 18:09:00",53.97,tarjeta_regalo
279,288,"2022-08-04 18:26:00",199.97,tarjeta_regalo
280,289,"2023-03-24 03:01:00",630.90,tarjeta_credito
281,290,"2023-12-02 15:41:00",301.91,transferencia
282,291,"2023-06-12 10:54:00",114.97,tarjeta_regalo
283,292,"2022-06-08 20:48:00",35.98,tarjeta_credito
284,293,"2022-12-13 23:36:00",103.95,paypal
285,294,"2023-05-18 06:34:00",950.95,tarjeta_regalo
286,295,"2023-02-18 02:08:00",343.95,tarjeta_regalo
287,296,"2023-04-19 19:37:00",294.91,tarjeta_regalo
288,297,"2023-07-02 06:59:00",22.99,transferencia
289,298,"2022-04-10 18:23:00",133.96,transferencia
290,299,"2022-02-18 20:11:00",482.94,paypal
291,300,"2022-08-25 09:48:00",569.95,paypal
292,301,"2023-11-25 02:35:00",1195.94,tarjeta_credito
293,302,"2023-09-26 02:53:00",338.93,tarjeta_regalo
294,303,"2023-08-31 05:46:00",574.92,tarjeta_credito
295,304,"2023-11-10 23:36:00",57.96,transferencia
296,305,"2023-07-16 20:54:00",29.97,tarjeta_credito
297,306,"2023-10-15 01:06:00",539.97,tarjeta_regalo
298,307,"2023-07-29 04:52:00",769.95,tarjeta_credito
299,308,"2023-07-09 19:40:00",164.94,tarjeta_credito
300,309,"2023-03-27 03:57:00",62.98,tarjeta_regalo
301,310,"2023-04-13 15:23:00",129.98,tarjeta_credito
302,311,"2022-09-25 15:33:00",114.95,tarjeta_credito
303,312,"2022-12-21 16:27:00",359.96,tarjeta_regalo
304,313,"2023-01-12 22:38:00",412.92,transferencia
305,314,"2023-05-05 08:15:00",275.94,tarjeta_credito
306,315,"2022-09-04 12:07:00",445.89,tarjeta_credito
307,316,"2023-04-30 11:01:00",266.91,tarjeta_credito
308,317,"2022-02-26 05:24:00",309.96,tarjeta_credito
309,318,"2023-02-22 08:27:00",98.97,transferencia
310,320,"2022-05-21 05:07:00",72.95,tarjeta_regalo
311,321,"2023-08-31 02:42:00",319.95,transferencia
312,322,"2022-04-25 20:02:00",245.91,transferencia
313,323,"2023-08-15 19:42:00",59.98,paypal
314,324,"2022-03-17 08:22:00",251.93,tarjeta_credito
315,325,"2023-10-06 11:13:00",677.94,transferencia
316,326,"2023-07-18 09:02:00",329.96,tarjeta_credito
317,327,"2023-01-05 21:25:00",118.95,paypal
318,328,"2023-07-07 14:12:00",485.92,paypal
319,329,"2023-07-29 10:47:00",181.97,tarjeta_credito
320,330,"2023-08-21 05:14:00",56.97,tarjeta_credito
321,331,"2022-10-23 04:32:00",412.94,transferencia
322,332,"2021-12-08 20:41:00",79.99,tarjeta_credito
323,333,"2022-05-18 00:19:00",496.96,transferencia
324,334,"2023-04-08 21:36:00",114.96,tarjeta_credito
325,335,"2023-06-04 13:24:00",159.99,tarjeta_credito
326,336,"2023-07-22 21:11:00",524.93,paypal
327,337,"2023-03-23 11:57:00",34.99,tarjeta_credito
328,338,"2023-12-27 23:26:00",134.97,transferencia
329,339,"2023-10-21 03:02:00",25.98,tarjeta_regalo
330,340,"2023-01-24 06:29:00",318.95,transferencia
331,341,"2023-06-24 04:25:00",1921.90,tarjeta_credito
332,343,"2023-02-22 12:16:00",473.94,paypal
333,344,"2023-01-20 13:49:00",688.91,transferencia
334,345,"2023-03-17 11:22:00",59.97,tarjeta_credito
335,347,"2023-04-05 02:47:00",344.97,transferencia
336,348,"2023-10-01 20:46:00",429.90,tarjeta_credito
337,349,"2023-02-01 16:51:00",134.97,paypal
338,350,"2021-10-01 08:12:00",173.94,transferencia
339,351,"2022-05-16 14:39:00",155.94,transferencia
340,353,"2023-04-29 00:55:00",41.97,paypal
341,354,"2021-10-29 11:47:00",83.97,tarjeta_credito
342,355,"2023-05-29 20:05:00",254.96,paypal
343,356,"2023-02-09 05:55:00",229.96,transferencia
344,357,"2023-09-26 16:18:00",315.94,tarjeta_regalo
345,358,"2023-11-27 03:48:00",85.96,tarjeta_credito
346,359,"2022-05-28 04:32:00",83.95,tarjeta_credito
347,360,"2023-05-28 16:45:00",44.97,transferencia
348,361,"2023-02-14 08:19:00",615.93,tarjeta_credito
349,362,"2021-11-27 11:37:00",65.98,tarjeta_regalo
350,364,"2021-09-26 15:48:00",254.94,tarjeta_credito
351,365,"2023-04-10 01:46:00",22.99,tarjeta_regalo
352,366,"2022-06-13 16:54:00",229.92,tarjeta_credito
353,367,"2023-01-19 21:06:00",134.97,paypal
354,368,"2023-05-27 20:58:00",208.95,tarjeta_regalo
355,369,"2023-04-16 09:32:00",217.94,transferencia
356,370,"2021-05-26 10:13:00",93.97,paypal
357,371,"2023-02-19 01:50:00",19.98,paypal
358,372,"2023-12-20 12:30:00",259.98,paypal
359,373,"2023-04-26 15:32:00",66.95,transferencia
360,374,"2023-08-12 17:15:00",157.97,tarjeta_credito
361,375,"2023-11-03 02:19:00",386.92,tarjeta_credito
362,376,"2023-10-10 14:23:00",136.95,tarjeta_regalo
363,377,"2023-04-03 17:35:00",406.93,transferencia
364,379,"2023-10-08 12:23:00",74.97,tarjeta_credito
365,380,"2023-06-03 18:12:00",239.95,paypal
366,381,"2022-10-31 21:00:00",191.92,paypal
367,382,"2023-05-13 12:20:00",248.90,tarjeta_regalo
368,383,"2023-12-02 16:33:00",365.91,tarjeta_regalo
369,385,"2022-03-23 06:38:00",138.93,tarjeta_regalo
370,386,"2022-11-03 02:45:00",159.91,tarjeta_credito
371,387,"2022-10-15 11:42:00",62.98,paypal
372,388,"2023-04-21 22:04:00",771.91,transferencia
373,389,"2022-03-12 05:13:00",391.95,paypal
374,390,"2022-01-08 05:38:00",949.96,transferencia
375,391,"2023-09-03 09:25:00",14.99,tarjeta_credito
376,392,"2022-09-20 04:46:00",107.97,tarjeta_regalo
377,393,"2022-01-12 02:35:00",1274.91,transferencia
378,394,"2023-07-19 10:32:00",73.96,tarjeta_credito
379,395,"2021-12-23 14:47:00",527.97,transferencia
380,396,"2022-11-11 23:53:00",409.96,transferencia
381,397,"2023-01-14 22:42:00",329.91,tarjeta_regalo
382,399,"2023-11-13 15:09:00",32.98,tarjeta_regalo
383,400,"2023-06-24 04:08:00",569.93,tarjeta_credito
384,401,"2022-05-01 21:13:00",354.91,paypal
385,402,"2022-06-15 17:16:00",135.97,transferencia
386,403,"2022-04-26 03:09:00",162.96,paypal
387,404,"2023-06-26 07:04:00",379.92,tarjeta_credito
388,405,"2022-04-12 11:33:00",29.98,paypal
389,406,"2023-07-08 07:53:00",46.97,transferencia
390,408,"2023-10-18 12:31:00",219.97,tarjeta_credito
391,409,"2023-06-27 03:57:00",209.95,tarjeta_credito
392,410,"2021-04-08 06:50:00",150.92,tarjeta_regalo
393,411,"2023-06-20 00:52:00",185.96,tarjeta_credito
394,412,"2023-02-24 16:44:00",512.90,tarjeta_regalo
395,413,"2023-05-05 12:46:00",95.97,tarjeta_regalo
396,414,"2023-04-10 20:07:00",224.95,tarjeta_credito
397,415,"2023-06-22 06:22:00",419.97,tarjeta_regalo
398,416,"2023-06-27 11:19:00",290.92,paypal
399,417,"2023-11-17 08:03:00",190.96,tarjeta_credito
400,418,"2022-06-05 10:55:00",98.96,paypal
401,419,"2023-09-13 02:30:00",244.96,tarjeta_credito
402,420,"2023-12-02 06:21:00",614.95,tarjeta_regalo
403,421,"2023-10-26 16:26:00",469.95,paypal
404,422,"2023-05-30 06:53:00",312.90,tarjeta_credito
405,423,"2023-05-24 13:04:00",172.94,tarjeta_credito
406,424,"2023-05-18 19:00:00",69.98,tarjeta_regalo
407,425,"2023-06-09 10:09:00",251.92,paypal
408,426,"2023-11-03 19:13:00",204.92,tarjeta_credito
409,427,"2023-11-04 11:39:00",49.98,tarjeta_credito
410,428,"2021-12-14 09:25:00",309.95,tarjeta_credito
411,429,"2023-08-14 22:53:00",449.95,tarjeta_regalo
412,430,"2023-01-11 07:41:00",83.94,transferencia
413,432,"2023-08-14 05:16:00",30.98,tarjeta_credito
414,433,"2023-08-10 21:19:00",35.98,tarjeta_credito
415,434,"2023-06-15 09:39:00",784.96,paypal
416,435,"2021-12-21 19:07:00",959.96,transferencia
417,436,"2023-03-25 01:58:00",102.94,transferencia
418,438,"2023-12-05 13:48:00",157.95,transferencia
419,439,"2023-06-18 18:46:00",356.93,tarjeta_regalo
420,440,"2023-09-11 04:25:00",308.94,tarjeta_credito
421,441,"2023-12-30 23:49:00",89.98,transferencia
422,442,"2023-09-29 18:05:00",89.98,tarjeta_regalo
423,443,"2022-07-04 22:11:00",27.99,tarjeta_regalo
424,446,"2022-07-01 05:37:00",69.98,paypal
425,447,"2022-12-30 09:57:00",130.95,transferencia
426,449,"2022-06-18 08:06:00",146.93,tarjeta_credito
427,450,"2023-07-17 09:02:00",214.95,tarjeta_credito
428,451,"2021-07-28 15:10:00",684.92,tarjeta_credito
429,452,"2022-11-15 03:34:00",441.94,transferencia
430,453,"2023-01-14 08:58:00",29.97,paypal
431,454,"2023-05-01 21:35:00",183.92,transferencia
432,455,"2023-02-23 00:33:00",137.96,paypal
433,456,"2023-04-05 20:15:00",50.97,paypal
434,458,"2023-10-04 14:25:00",320.90,tarjeta_credito
435,459,"2023-09-08 17:40:00",449.92,tarjeta_regalo
436,460,"2022-11-28 11:30:00",517.92,transferencia
437,461,"2023-07-02 07:07:00",195.96,tarjeta_credito
438,462,"2023-05-23 10:00:00",50.97,tarjeta_credito
439,463,"2023-03-21 22:31:00",125.96,tarjeta_regalo
440,464,"2022-10-16 16:20:00",123.96,tarjeta_regalo
441,465,"2022-10-06 09:19:00",128.95,tarjeta_regalo
442,466,"2023-11-05 07:47:00",120.95,transferencia
443,467,"2023-07-07 04:23:00",366.93,tarjeta_regalo
444,468,"2023-07-22 07:03:00",504.94,transferencia
445,469,"2023-12-04 09:56:00",34.98,paypal
446,470,"2023-12-27 20:18:00",329.95,tarjeta_credito
447,471,"2021-09-02 23:46:00",154.91,tarjeta_credito
448,472,"2023-09-04 08:16:00",153.93,paypal
449,473,"2023-02-06 04:54:00",194.94,transferencia
450,474,"2023-11-19 19:11:00",45.98,tarjeta_regalo
451,475,"2022-07-08 14:53:00",43.97,transferencia
452,476,"2023-08-21 02:45:00",37.98,tarjeta_credito
453,477,"2022-07-03 16:44:00",53.97,paypal
454,478,"2022-07-11 08:16:00",139.97,tarjeta_regalo
455,479,"2023-04-18 03:35:00",1244.91,tarjeta_credito
456,481,"2023-09-14 00:30:00",69.98,transferencia
457,482,"2022-08-16 19:43:00",235.93,paypal
458,483,"2022-08-09 01:54:00",49.98,transferencia
459,484,"2023-05-09 10:51:00",38.97,transferencia
460,485,"2023-01-12 05:13:00",99.95,transferencia
461,486,"2022-07-08 04:29:00",31.98,transferencia
462,487,"2023-05-29 21:35:00",119.97,paypal
463,488,"2023-01-29 00:10:00",22.99,paypal
464,489,"2023-10-07 16:53:00",179.94,paypal
465,490,"2023-04-21 14:09:00",618.89,tarjeta_regalo
466,491,"2023-09-27 16:39:00",295.97,tarjeta_credito
467,492,"2023-09-05 06:35:00",260.91,tarjeta_credito
468,493,"2023-11-04 16:42:00",443.91,paypal
469,494,"2023-03-05 14:02:00",1349.95,paypal
470,495,"2023-06-27 08:21:00",233.92,paypal
471,496,"2023-05-19 05:02:00",136.95,transferencia
472,497,"2023-03-31 12:35:00",229.97,tarjeta_credito
473,498,"2023-10-22 01:45:00",284.89,tarjeta_credito
474,499,"2021-10-21 08:00:00",9.99,transferencia
475,500,"2021-10-19 06:25:00",174.93,paypal
476,501,"2023-10-09 06:12:00",114.94,transferencia
477,502,"2023-06-17 12:45:00",129.97,tarjeta_regalo
478,503,"2023-09-11 08:50:00",300.94,tarjeta_regalo
479,504,"2021-11-21 21:05:00",458.93,tarjeta_regalo
480,505,"2023-03-25 03:58:00",13.99,paypal
