pedido_id,cliente_id,fecha_pedido,estado
386,452,"2022-11-03 01:45:00",completado
387,272,"2022-10-15 09:42:00",completado
388,479,"2023-04-21 20:04:00",completado
389,104,"2022-03-12 03:13:00",completado
390,488,"2022-01-08 03:38:00",completado
391,373,"2023-09-03 09:25:00",completado
392,420,"2022-09-20 03:46:00",completado
393,478,"2022-01-12 00:35:00",completado
394,323,"2023-07-19 09:32:00",reembolsado
395,445,"2021-12-23 14:47:00",completado
396,435,"2022-11-11 21:53:00",completado
397,172,"2023-01-14 21:42:00",completado
398,352,"2023-09-20 14:45:00",cancelado
399,358,"2023-11-13 14:09:00",completado
400,454,"2023-06-24 03:08:00",completado
401,349,"2022-05-01 21:13:00",completado
402,139,"2022-06-15 15:16:00",completado
403,479,"2022-04-26 01:09:00",completado
404,441,"2023-06-26 06:04:00",completado
405,93,"2022-04-12 10:33:00",completado
406,205,"2023-07-08 06:53:00",completado
407,484,"2022-06-18 04:19:00",cancelado
408,183,"2023-10-18 10:31:00",completado
409,120,"2023-06-27 03:57:00",completado
410,496,"2021-04-08 04:50:00",completado
411,75,"2023-06-20 00:52:00",completado
412,149,"2023-02-24 14:44:00",completado
413,8,"2023-05-05 10:46:00",completado
414,2,"2023-04-10 20:07:00",completado
415,467,"2023-06-22 05:22:00",completado
416,239,"2023-06-27 11:19:00",completado
417,217,"2023-11-17 08:03:00",completado
418,230,"2022-06-05 09:55:00",completado
419,379,"2023-09-13 00:30:00",completado
420,433,"2023-12-02 06:21:00",completado
421,163,"2023-10-26 15:26:00",reembolsado
422,175,"2023-05-30 05:53:00",completado
423,113,"2023-05-24 11:04:00",completado
424,74,"2023-05-18 18:00:00",completado
425,165,"2023-06-09 09:09:00",completado
426,246,"2023-11-03 18:13:00",completado
427,63,"2023-11-04 09:39:00",completado
428,433,"2021-12-14 09:25:00",completado
429,227,"2023-08-14 21:53:00",completado
430,187,"2023-01-11 05:41:00",reembolsado
431,433,"2022-01-25 14:22:00",cancelado
432,494,"2023-08-14 03:16:00",completado
433,446,"2023-08-10 20:19:00",completado
434,92,"2023-06-15 08:39:00",completado
435,231,"2021-12-21 18:07:00",completado
436,184,"2023-03-25 01:58:00",completado
437,314,"2021-11-13 21:56:00",cancelado
438,214,"2023-12-05 13:48:00",completado
439,181,"2023-06-18 16:46:00",completado
440,60,"2023-09-11 04:25:00",completado
441,7,"2023-12-30 23:49:00",completado
442,287,"2023-09-29 18:05:00",completado
443,385,"2022-07-04 21:11:00",completado
444,218,"2023-03-29 12:31:00",cancelado
445,255,"2022-11-09 22:09:00",cancelado
446,83,"2022-07-01 04:37:00",completado
447,53,"2022-12-30 09:57:00",completado
448,289,"2021-10-26 17:27:00",cancelado
449,9,"2022-06-18 06:06:00",completado
450,159,"2023-07-17 08:02:00",completado
451,230,"2021-07-28 15:10:00",completado
452,482,"2022-11-15 03:34:00",completado
453,214,"2023-01-14 07:58:00",completado
454,153,"2023-05-01 19:35:00",completado
455,275,"2023-02-23 00:33:00",completado
456,249,"2023-04-05 20:15:00",completado
457,16,"2023-08-26 04:54:00",cancelado
458,396,"2023-10-04 13:25:00",reembolsado
459,283,"2023-09-08 15:40:00",reembolsado
460,64,"2022-11-28 10:30:00",completado
461,15,"2023-07-02 06:07:00",completado
462,106,"2023-05-23 08:00:00",completado
463,67,"2023-03-21 21:31:00",reembolsado
464,158,"2022-10-16 15:20:00",completado
465,266,"2022-10-06 09:19:00",completado
466,261,"2023-11-05 05:47:00",completado
467,232,"2023-07-07 02:23:00",completado
468,225,"2023-07-22 05:03:00",completado
469,236,"2023-12-04 08:56:00",completado
470,350,"2023-12-27 20:18:00",completado
471,380,"2021-09-02 23:46:00",completado
472,136,"2023-09-04 08:16:00",completado
473,144,"2023-02-06 03:54:00",completado
474,284,"2023-11-19 18:11:00",completado
475,450,"2022-07-08 14:53:00",completado
476,190,"2023-08-21 01:45:00",reembolsado
477,95,"2022-07-03 14:44:00",completado
478,74,"2022-07-11 08:16:00",completado
479,158,"2023-04-18 01:35:00",completado
480,272,"2023-02-13 04:19:00",cancelado
481,64,"2023-09-14 00:30:00",completado
482,243,"2022-08-16 19:43:00",completado
483,88,"2022-08-08 23:54:00",completado
484,337,"2023-05-09 09:51:00",completado
485,318,"2023-01-12 04:13:00",completado
486,107,"2022-07-08 02:29:00",completado
487,199,"2023-05-29 21:35:00",completado
488,434,"2023-01-29 00:10:00",completado
489,153,"2023-10-07 14:53:00",completado
490,252,"2023-04-21 13:09:00",reembolsado
491,99,"2023-09-27 15:39:00",completado
492,19,"2023-09-05 05:35:00",completado
493,469,"2023-11-04 16:42:00",completado
494,409,"2023-03-05 13:02:00",completado
495,453,"2023-06-27 08:21:00",completado
496,434,"2023-05-19 03:02:00",completado
497,31,"2023-03-31 10:35:00",completado
498,418,"2023-10-21 23:45:00",completado
499,227,"2021-10-21 06:00:00",completado
500,276,"2021-10-19 04:25:00",completado
501,297,"2023-10-09 04:12:00",completado
502,263,"2023-06-17 10:45:00",completado
503,22,"2023-09-11 07:50:00",completado
504,112,"2021-11-21 21:05:00",completado
505,184,"2023-03-25 01:58:00",completado
506,352,"2023-10-21 23:31:00",completado
507,288,"2023-06-20 15:27:00",completado
508,472,"2023-04-27 00:40:00",completado
509,401,"2023-09-21 14:35:00",completado
510,131,"2023-07-31 05:44:00",cancelado
511,337,"2023-02-04 17:03:00",cancelado
512,465,"2023-05-28 12:37:00",completado
513,254,"2022-11-03 02:31:00",reembolsado
514,303,"2023-05-04 03:31:00",completado
515,324,"2023-06-02 19:44:00",completado
516,400,"2023-06-18 08:27:00",completado
517,241,"2023-09-20 22:04:00",completado
518,395,"2023-09-11 12:18:00",completado
519,209,"2022-09-06 20:15:00",completado
520,66,"2023-11-28 03:05:00",completado
521,185,"2023-11-15 13:05:00",completado
522,69,"2022-06-24 19:15:00",completado
523,208,"2023-03-21 19:10:00",completado
524,407,"2023-09-08 20:39:00",completado
525,215,"2022-07-25 02:03:00",completado
526,444,"2023-08-24 16:45:00",completado
527,122,"2021-05-23 14:52:00",reembolsado
528,23,"2021-11-30 08:27:00",completado
529,453,"2023-01-24 14:03:00",reembolsado
530,146,"2023-09-20 05:38:00",completado
531,131,"2022-06-07 12:45:00",completado
532,451,"2022-10-19 22:05:00",reembolsado
533,227,"2022-12-30 15:25:00",completado
534,262,"2023-06-05 04:38:00",completado
535,250,"2022-12-08 03:45:00",completado
536,240,"2023-08-20 04:45:00",completado
537,268,"2023-06-27 07:29:00",reembolsado
538,109,"2021-09-23 11:22:00",completado
539,184,"2023-07-26 07:25:00",completado
540,9,"2022-06-05 03:38:00",completado
541,162,"2023-09-13 05:40:00",completado
542,45,"2022-09-03 11:43:00",completado
543,285,"2021-03-23 10:05:00",completado
544,130,"2023-08-09 20:01:00",reembolsado
545,261,"2023-10-18 19:59:00",completado
546,357,"2023-07-13 13:25:00",completado
547,330,"2022-06-15 22:31:00",completado
548,62,"2022-12-10 19:06:00",completado
549,447,"2022-12-07 10:15:00",cancelado
550,387,"2022-07-30 14:49:00",completado
551,468,"2022-03-28 21:02:00",completado
552,347,"2023-09-05 23:02:00",completado
553,485,"2022-08-30 17:44:00",reembolsado
554,254,"2022-11-07 03:39:00",completado
555,66,"2023-07-11 05:34:00",completado
556,158,"2022-06-14 17:10:00",reembolsado
557,308,"2022-11-16 06:27:00",completado
558,198,"2022-02-16 06:01:00",completado
559,302,"2023-05-07 18:25:00",completado
560,61,"2021-07-23 06:53:00",completado
561,280,"2023-02-01 20:20:00",completado
562,55,"2023-11-29 23:21:00",completado
563,301,"2023-06-10 21:19:00",completado
564,252,"2023-03-24 02:12:00",completado
565,116,"2023-01-24 01:52:00",completado
566,205,"2023-08-24 22:52:00",completado
567,261,"2023-11-27 16:56:00",completado
568,353,"2023-02-25 06:20:00",completado
569,214,"2022-07-11 00:17:00",completado
570,101,"2023-07-29 03:29:00",completado
571,227,"2023-03-27 02:32:00",completado
572,108,"2022-10-23 04:31:00",cancelado
573,354,"2023-10-28 22:10:00",completado
574,285,"2021-02-26 07:34:00",completado
575,273,"2023-12-15 04:57:00",completado
576,392,"2023-09-28 05:58:00",completado
577,354,"2023-06-28 02:07:00",completado
578,18,"2023-11-09 14:06:00",completado
579,347,"2023-03-21 03:37:00",completado
580,424,"2023-04-02 09:14:00",completado
581,288,"2023-07-14 02:24:00",completado
582,123,"2023-05-06 17:13:00",completado
583,299,"2023-08-06 23:19:00",reembolsado
584,145,"2023-08-06 20:58:00",completado
585,106,"2022-07-30 16:13:00",completado
586,448,"2023-12-08 01:30:00",completado
587,366,"2021-11-19 23:50:00",completado
588,435,"2023-10-25 23:11:00",cancelado
589,446,"2023-07-13 03:13:00",completado
590,199,"2022-09-06 12:13:00",reembolsado
591,478,"2023-06-02 22:20:00",completado
592,368,"2023-05-19 17:10:00",completado
593,384,"2023-10-12 12:17:00",completado
594,455,"2022-03-25 15:04:00",completado
595,318,"2023-03-20 22:30:00",completado
596,374,"2022-12-29 20:10:00",completado
597,89,"2022-09-16 02:32:00",completado
598,136,"2023-10-07 14:16:00",completado
599,178,"2022-01-20 18:23:00",completado
600,212,"2023-08-14 07:59:00",cancelado
601,500,"2022-08-18 15:33:00",completado
602,174,"2023-09-14 10:31:00",completado
603,2,"2023-10-28 05:37:00",completado
604,396,"2023-03-05 23:01:00",completado
605,424,"2022-12-09 13:27:00",reembolsado
606,260,"2022-03-12 18:03:00",cancelado
607,263,"2022-09-08 00:28:00",completado
608,87,"2023-11-02 00:23:00",completado
609,89,"2022-02-10 12:38:00",completado
610,289,"2021-08-22 09:50:00",completado
611,134,"2023-05-04 12:21:00",completado
612,500,"2023-05-10 21:07:00",completado
613,281,"2023-06-03 10:01:00",completado
614,229,"2022-03-27 16:27:00",completado
615,496,"2022-10-19 21:47:00",completado
616,343,"2023-07-11 16:06:00",completado
617,447,"2022-08-01 19:29:00",completado
618,53,"2022-07-24 23:40:00",completado
619,37,"2022-04-03 16:18:00",completado
620,146,"2023-08-05 19:49:00",completado
621,356,"2023-06-04 08:42:00",completado
622,33,"2022-07-29 01:33:00",completado
623,380,"2023-09-29 04:20:00",completado
624,59,"2023-09-17 18:26:00",reembolsado
625,434,"2023-07-29 20:09:00",completado
626,417,"2023-03-01 20:49:00",completado
627,322,"2022-02-11 04:16:00",completado
628,250,"2023-05-01 09:13:00",completado
629,305,"2023-10-20 03:24:00",completado
630,109,"2023-07-07 07:11:00",cancelado
631,125,"2023-06-17 07:24:00",completado
632,478,"2023-10-06 15:30:00",completado
633,454,"2023-08-04 00:05:00",completado
634,39,"2023-12-19 16:27:00",completado
635,163,"2023-11-17 18:59:00",completado
636,434,"2023-06-29 13:51:00",completado
637,269,"2021-11-26 15:27:00",completado
638,126,"2023-12-19 04:55:00",completado
639,154,"2023-03-13 17:11:00",completado
640,170,"2023-02-28 09:58:00",completado
641,211,"2023-09-03 20:21:00",completado
642,85,"2023-09-18 22:32:00",completado
643,385,"2023-06-05 15:46:00",cancelado
644,187,"2022-11-16 19:49:00",completado
645,344,"2021-09-15 00:25:00",completado
646,152,"2023-10-08 23:32:00",completado
647,49,"2022-04-23 19:24:00",completado
648,175,"2023-11-21 01:52:00",completado
649,105,"2023-01-19 09:13:00",completado
650,49,"2022-04-24 19:25:00",completado
651,21,"2023-11-10 14:07:00",completado
652,180,"2023-09-04 21:02:00",completado
653,43,"2021-12-14 20:32:00",completado
654,499,"2023-01-10 12:42:00",completado
655,341,"2022-02-23 07:42:00",completado
