linea_pedido_id,pedido_id,producto_id,cantidad,precio_unitario
500,197,8,2,249.99
501,198,63,2,17.99
502,198,38,3,18.99
503,198,17,3,36.99
504,199,36,1,18.99
505,200,32,1,14.99
506,201,8,3,249.99
507,201,19,1,69.99
508,202,38,2,18.99
509,202,42,1,24.99
510,202,50,1,39.99
511,203,10,1,149.99
512,203,13,3,139.99
513,204,58,2,12.99
514,204,34,2,19.99
515,204,53,3,22.99
516,205,5,3,89.99
517,205,12,1,22.99
518,206,11,2,34.99
519,206,22,3,89.99
520,207,55,1,16.99
521,207,14,2,99.99
522,208,66,3,34.99
523,208,39,1,39.99
524,208,8,1,249.99
525,208,3,3,49.99
526,209,31,1,9.99
527,209,19,2,69.99
528,210,19,1,69.99
529,210,22,2,89.99
530,210,28,2,89.99
531,210,54,1,79.99
532,211,33,1,13.99
533,211,66,2,34.99
534,212,6,2,79.99
535,212,25,1,16.99
536,212,12,1,22.99
537,212,3,3,49.99
538,213,22,1,89.99
539,213,18,1,26.99
540,214,29,1,64.99
541,214,56,1,15.99
542,214,50,2,39.99
543,215,59,3,9.99
544,215,18,1,26.99
545,216,46,1,27.99
546,216,35,1,12.99
547,217,33,2,13.99
548,217,41,1,17.99
549,217,60,3,179.99
550,217,14,1,99.99
551,218,50,1,39.99
552,219,30,3,44.99
553,219,27,1,17.99
554,219,25,2,16.99
555,220,12,2,22.99
556,220,33,2,13.99
557,221,25,3,16.99
558,221,54,3,79.99
559,221,34,2,19.99
560,221,26,1,159.99
561,222,39,1,39.99
562,222,16,2,24.99
563,222,11,1,34.99
564,223,38,3,18.99
565,223,58,1,12.99
566,223,66,2,34.99
567,223,45,3,39.99
568,224,46,1,27.99
569,225,24,3,149.99
570,225,39,1,39.99
571,225,40,3,49.99
572,226,27,1,17.99
573,226,4,1,24.99
574,226,29,3,64.99
575,227,8,1,249.99
576,227,17,1,36.99
577,228,68,3,54.99
578,228,46,2,27.99
579,229,28,3,89.99
580,229,27,3,17.99
581,229,47,1,14.99
582,229,28,3,89.99
583,230,64,2,21.99
584,230,2,2,39.99
585,231,5,3,89.99
586,232,23,3,22.99
587,232,51,2,32.99
588,232,58,3,12.99
589,232,22,3,89.99
590,233,56,3,15.99
591,234,48,1,17.99
592,235,31,1,9.99
593,235,8,3,249.99
594,236,32,1,14.99
595,236,2,3,39.99
596,236,15,2,29.99
597,237,10,2,149.99
598,237,52,3,24.99
599,238,31,2,9.99
600,238,12,2,22.99
601,238,14,3,99.99
602,239,18,1,26.99
603,239,44,1,34.99
604,240,17,2,36.99
605,240,69,1,14.99
606,240,40,3,49.99
607,241,21,3,84.99
608,241,38,1,18.99
609,241,47,1,14.99
610,242,34,2,19.99
611,242,15,2,29.99
612,242,47,3,14.99
613,242,54,3,79.99
614,243,10,2,149.99
615,243,53,2,22.99
616,244,24,2,149.99
617,244,18,1,26.99
618,244,54,3,79.99
619,245,69,2,14.99
620,245,4,2,24.99
621,246,26,1,159.99
622,246,44,3,34.99
623,246,45,1,39.99
624,247,56,3,15.99
625,247,58,2,12.99
626,248,65,3,9.99
627,248,68,1,54.99
628,248,16,1,24.99
629,248,31,1,9.99
630,249,57,3,39.99
631,249,45,3,39.99
632,249,54,2,79.99
633,249,65,3,9.99
634,250,42,1,24.99
635,250,13,1,139.99
636,250,66,3,34.99
637,250,31,2,9.99
638,251,1,1,129.99
639,251,41,2,17.99
640,251,13,1,139.99
641,251,7,1,27.99
642,252,15,1,29.99
643,252,67,2,12.99
644,253,25,3,16.99
645,253,53,3,22.99
646,253,25,3,16.99
647,254,12,3,22.99
648,255,35,3,12.99
649,255,31,3,9.99
650,255,66,1,34.99
651,256,50,3,39.99
652,256,43,3,44.99
653,257,23,1,22.99
654,257,40,3,49.99
655,257,64,3,21.99
656,257,21,1,84.99
657,258,55,1,16.99
658,258,4,1,24.99
659,258,68,3,54.99
660,259,50,3,39.99
661,260,36,2,18.99
662,261,63,1,17.99
663,262,12,1,22.99
664,262,6,1,79.99
665,262,60,1,179.99
666,263,5,1,89.99
667,263,11,3,34.99
668,264,30,1,44.99
669,265,34,1,19.99
670,265,3,3,49.99
671,265,14,2,99.99
672,265,27,3,17.99
673,266,10,2,149.99
674,267,13,1,139.99
675,267,62,2,9.99
676,267,25,3,16.99
677,267,53,3,22.99
678,268,49,2,44.99
679,268,45,2,39.99
680,268,54,1,79.99
681,269,40,1,49.99
682,269,30,1,44.99
683,269,3,1,49.99
684,269,64,2,21.99
685,270,51,1,32.99
686,270,34,1,19.99
687,270,40,3,49.99
688,270,39,1,39.99
689,271,60,3,179.99
690,271,62,3,9.99
691,271,10,2,149.99
692,271,49,1,44.99
693,272,40,2,49.99
694,272,67,3,12.99
695,272,11,2,34.99
696,273,43,2,44.99
697,273,65,1,9.99
698,274,4,3,24.99
699,275,66,2,34.99
700,276,53,2,22.99
701,276,55,3,16.99
702,277,29,1,64.99
703,277,13,3,139.99
704,277,58,1,12.99
705,277,15,2,29.99
706,278,53,3,22.99
707,278,23,3,22.99
708,279,8,2,249.99
709,279,3,3,49.99
710,280,1,3,129.99
711,280,33,1,13.99
712,280,2,1,39.99
713,280,16,2,24.99
714,281,45,1,39.99
715,281,48,2,17.99
716,281,12,2,22.99
717,282,53,2,22.99
718,283,61,2,139.99
719,283,16,1,24.99
720,283,27,3,17.99
721,284,65,3,9.99
722,284,52,3,24.99
723,284,52,3,24.99
724,285,53,1,22.99
725,286,2,1,39.99
726,286,42,2,24.99
727,287,41,3,17.99
728,288,6,2,79.99
729,288,57,1,39.99
730,289,25,3,16.99
731,289,5,3,89.99
732,289,5,3,89.99
733,289,50,1,39.99
734,290,30,3,44.99
735,290,69,2,14.99
736,290,2,3,39.99
737,290,25,1,16.99
738,291,2,2,39.99
739,291,44,1,34.99
740,292,27,2,17.99
741,293,37,2,22.99
742,293,38,2,18.99
743,293,34,1,19.99
744,294,27,1,17.99
745,294,9,3,299.99
746,294,51,1,32.99
747,295,17,2,36.99
748,295,28,1,89.99
749,295,28,2,89.99
750,296,51,3,32.99
751,296,20,3,21.99
752,296,52,2,24.99
753,296,54,1,79.99
754,297,37,1,22.99
755,298,6,1,79.99
756,298,48,3,17.99
757,299,5,3,89.99
758,299,31,1,9.99
759,299,60,1,179.99
760,299,23,1,22.99
761,300,10,2,149.99
762,300,28,3,89.99
763,301,8,1,249.99
764,301,9,3,299.99
765,301,23,2,22.99
766,302,6,2,79.99
767,302,2,1,39.99
768,302,36,1,18.99
769,302,50,3,39.99
770,303,2,2,39.99
771,303,42,3,24.99
772,303,13,3,139.99
773,304,47,3,14.99
774,304,58,1,12.99
775,305,59,3,9.99
776,306,60,3,179.99
777,307,26,1,159.99
778,307,19,1,69.99
779,307,60,3,179.99
780,308,11,1,34.99
781,308,59,1,9.99
782,308,52,2,24.99
783,308,44,2,34.99
784,309,37,1,22.99
785,309,57,1,39.99
786,310,29,2,64.99
787,311,44,2,34.99
788,311,69,3,14.99
789,312,22,2,89.99
790,312,28,2,89.99
791,313,13,2,139.99
792,313,18,2,26.99
793,313,23,3,22.99
794,313,65,1,9.99
795,314,15,1,29.99
796,314,1,1,129.99
797,314,23,2,22.99
798,314,11,2,34.99
799,315,48,3,17.99
800,315,68,2,54.99
801,315,33,3,13.99
802,315,6,3,79.99
803,316,18,2,26.99
804,316,3,2,49.99
805,316,35,3,12.99
806,316,17,2,36.99
807,317,57,1,39.99
808,317,28,2,89.99
809,317,22,1,89.99
810,318,51,3,32.99
811,319,23,3,22.99
812,319,61,2,139.99
813,319,53,2,22.99
814,319,43,3,44.99
815,320,32,3,14.99
816,320,33,2,13.99
817,321,29,2,64.99
818,321,28,2,89.99
819,321,59,1,9.99
820,322,66,3,34.99
821,322,66,2,34.99
822,322,48,3,17.99
823,322,25,1,16.99
824,323,15,2,29.99
825,324,29,2,64.99
826,324,36,2,18.99
827,324,7,3,27.99
828,325,60,2,179.99
829,325,48,1,17.99
830,325,14,3,99.99
831,326,10,1,149.99
832,326,29,2,64.99
833,326,40,1,49.99
834,327,53,3,22.99
835,327,16,2,24.99
836,328,50,3,39.99
837,328,24,2,149.99
838,328,64,3,21.99
839,329,56,2,15.99
840,329,24,1,149.99
841,330,38,3,18.99
842,331,51,1,32.99
843,331,21,2,84.99
844,331,14,1,99.99
845,331,68,2,54.99
846,332,54,1,79.99
847,333,26,3,159.99
848,333,55,1,16.99
849,334,15,3,29.99
850,334,4,1,24.99
851,335,26,1,159.99
852,336,1,1,129.99
853,336,21,3,84.99
854,336,52,2,24.99
855,336,22,1,89.99
856,337,11,1,34.99
857,338,43,3,44.99
858,339,67,2,12.99
859,340,29,2,64.99
860,340,45,1,39.99
861,340,36,1,18.99
862,340,1,1,129.99
863,341,66,3,34.99
864,341,25,1,16.99
865,341,9,3,299.99
866,341,9,3,299.99
867,342,27,2,17.99
868,342,65,2,9.99
869,343,61,3,139.99
870,343,63,3,17.99
871,344,24,3,149.99
872,344,32,2,14.99
873,344,53,3,22.99
874,344,13,1,139.99
875,345,34,3,19.99
876,346,13,1,139.99
877,346,1,1,129.99
878,346,34,1,19.99
879,346,9,1,299.99
880,347,30,1,44.99
881,347,24,2,149.99
882,348,37,3,22.99
883,348,28,2,89.99
884,348,49,3,44.99
885,348,53,2,22.99
886,349,43,3,44.99
887,350,12,3,22.99
888,350,44,3,34.99
889,351,37,1,22.99
890,351,58,1,12.99
891,351,65,3,9.99
892,351,22,1,89.99
893,352,11,1,34.99
894,353,33,3,13.99
895,354,46,3,27.99
896,355,14,2,99.99
897,355,48,1,17.99
898,355,17,1,36.99
899,356,32,2,14.99
900,356,14,2,99.99
901,357,30,2,44.99
902,357,28,2,89.99
903,357,53,2,22.99
904,358,55,3,16.99
905,358,66,1,34.99
906,359,27,1,17.99
907,359,33,2,13.99
908,359,38,2,18.99
909,360,69,3,14.99
910,361,42,2,24.99
911,361,8,2,249.99
912,361,50,1,39.99
913,361,35,2,12.99
914,362,51,2,32.99
915,363,44,2,34.99
916,363,58,1,12.99
917,363,13,2,139.99
918,363,61,3,139.99
919,364,28,2,89.99
920,364,63,1,17.99
921,364,38,3,18.99
922,365,53,1,22.99
923,366,69,3,14.99
924,366,65,2,9.99
925,366,68,3,54.99
926,367,49,3,44.99
927,368,49,1,44.99
928,368,33,1,13.99
929,368,45,1,39.99
930,368,68,2,54.99
931,369,6,2,79.99
932,369,56,1,15.99
933,369,33,3,13.99
934,370,33,1,13.99
935,370,50,2,39.99
936,371,62,2,9.99
937,372,1,2,129.99
938,373,33,2,13.99
939,373,58,3,12.99
940,374,48,1,17.99
941,374,19,2,69.99
942,375,55,1,16.99
943,375,50,3,39.99
944,375,39,3,39.99
945,375,1,1,129.99
946,376,66,2,34.99
947,376,20,2,21.99
948,376,53,1,22.99
949,377,25,1,16.99
950,377,22,3,89.99
951,377,57,3,39.99
952,378,60,3,179.99
953,378,4,2,24.99
954,378,13,2,139.99
955,378,5,3,89.99
956,379,16,3,24.99
957,380,49,2,44.99
958,380,3,3,49.99
959,381,46,2,27.99
960,381,20,2,21.99
961,381,37,1,22.99
962,381,37,3,22.99
963,382,4,2,24.99
964,382,11,3,34.99
965,382,25,2,16.99
966,382,34,3,19.99
967,383,68,3,54.99
968,383,43,3,44.99
969,383,64,3,21.99
970,384,9,1,299.99
971,384,11,2,34.99
972,384,64,1,21.99
973,384,5,3,89.99
974,385,58,2,12.99
975,385,48,1,17.99
976,385,47,3,14.99
977,385,40,1,49.99
978,386,64,3,21.99
979,386,41,2,17.99
980,386,65,2,9.99
981,386,36,2,18.99
982,387,58,1,12.99
983,387,40,1,49.99
984,388,21,1,84.99
985,388,9,2,299.99
986,388,33,3,13.99
987,388,69,3,14.99
988,389,48,1,17.99
989,389,17,2,36.99
990,389,24,2,149.99
991,390,9,3,299.99
992,390,3,1,49.99
993,391,69,1,14.99
994,392,49,2,44.99
995,392,63,1,17.99
996,393,9,3,299.99
997,393,30,3,44.99
998,393,6,3,79.99
999,394,25,1,16.99
1000,394,38,3,18.99
1001,395,8,2,249.99
1002,395,46,1,27.99
1003,396,49,1,44.99
1004,396,61,2,139.99
1005,396,21,1,84.99
1006,397,34,3,19.99
1007,397,21,1,84.99
1008,397,16,2,24.99
1009,397,43,3,44.99
1010,398,66,2,34.99
1011,398,67,3,12.99
1012,398,59,3,9.99
1013,398,31,1,9.99
1014,399,63,1,17.99
1015,399,47,1,14.99
1016,400,13,1,139.99
1017,400,57,3,39.99
1018,400,65,1,9.99
1019,400,24,2,149.99
1020,401,40,2,49.99
1021,401,67,3,12.99
1022,401,10,1,149.99
1023,401,64,3,21.99
1024,402,46,2,27.99
1025,402,54,1,79.99
1026,403,3,3,49.99
1027,403,58,1,12.99
1028,404,39,2,39.99
1029,404,15,3,29.99
1030,404,6,2,79.99
1031,404,40,1,49.99
1032,405,69,2,14.99
1033,406,18,1,26.99
1034,406,62,2,9.99
1035,407,42,2,24.99
1036,408,57,1,39.99
1037,408,5,2,89.99
1038,409,30,1,44.99
1039,409,50,3,39.99
1040,409,43,1,44.99
1041,410,12,3,22.99
1042,410,48,3,17.99
1043,410,33,2,13.99
1044,411,1,1,129.99
1045,411,65,1,9.99
1046,411,53,2,22.99
1047,412,27,1,17.99
1048,412,22,3,89.99
1049,412,40,3,49.99
1050,412,4,3,24.99
1051,413,57,2,39.99
1052,413,56,1,15.99
1053,414,29,3,64.99
1054,414,47,2,14.99
1055,415,13,3,139.99
1056,416,44,2,34.99
1057,416,3,1,49.99
1058,416,66,3,34.99
1059,416,51,2,32.99
1060,417,54,2,79.99
1061,417,32,1,14.99
1062,417,56,1,15.99
1063,418,30,1,44.99
1064,418,27,3,17.99
1065,419,61,1,139.99
1066,419,66,3,34.99
1067,420,8,2,249.99
1068,420,39,2,39.99
1069,420,44,1,34.99
1070,421,1,3,129.99
1071,421,39,2,39.99
1072,422,23,3,22.99
1073,422,57,3,39.99
1074,422,38,1,18.99
1075,422,66,3,34.99
1076,423,19,1,69.99
1077,423,30,1,44.99
1078,423,56,3,15.99
1079,423,31,1,9.99
1080,424,11,2,34.99
1081,425,27,2,17.99
1082,425,46,2,27.99
1083,425,2,1,39.99
1084,425,39,3,39.99
1085,426,57,3,39.99
1086,426,32,3,14.99
1087,426,31,1,9.99
1088,426,15,1,29.99
1089,427,4,2,24.99
1090,428,6,2,79.99
1091,428,40,3,49.99
1092,429,9,1,299.99
1093,429,66,2,34.99
1094,429,57,2,39.99
1095,430,62,3,9.99
1096,430,62,1,9.99
1097,430,64,2,21.99
1098,431,13,3,139.99
1099,432,48,1,17.99
1100,432,35,1,12.99
1101,433,63,2,17.99
1102,434,44,1,34.99
1103,434,8,3,249.99
1104,435,60,2,179.99
1105,435,9,2,299.99
1106,436,4,1,24.99
1107,436,67,3,12.99
1108,436,64,1,21.99
1109,436,55,1,16.99
1110,437,67,2,12.99
1111,437,66,1,34.99
1112,438,11,2,34.99
1113,438,40,1,49.99
1114,438,36,2,18.99
1115,439,47,2,14.99
1116,439,55,1,16.99
1117,439,2,1,39.99
1118,439,22,3,89.99
1119,440,5,3,89.99
1120,440,35,3,12.99
1121,441,49,2,44.99
1122,442,43,2,44.99
1123,443,7,1,27.99
1124,444,45,2,39.99
1125,444,68,1,54.99
1126,444,52,2,24.99
1127,445,54,1,79.99
1128,445,44,2,34.99
1129,445,69,1,14.99
1130,446,11,2,34.99
1131,447,7,2,27.99
1132,447,42,3,24.99
1133,448,8,1,249.99
1134,448,55,3,16.99
1135,448,1,2,129.99
1136,448,62,2,9.99
1137,449,64,3,21.99
1138,449,15,1,29.99
1139,449,55,3,16.99
1140,450,30,3,44.99
1141,450,29,1,64.99
1142,450,69,1,14.99
1143,451,43,3,44.99
1144,451,61,2,139.99
1145,451,5,3,89.99
1146,452,60,2,179.99
1147,452,7,2,27.99
1148,452,67,2,12.99
